"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vKeywords","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2"
"18031LGLD","800","This silver toned brass cuff filled with gold enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Gold Enamel Bracelet","Novelty","Brown","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LWHT","800","This silver toned brass cuff filled with white enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","White Enamel Cuff Bracelet","Novelty","White","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LRED","800","This silver toned brass cuff filled with red enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Red Enamel Bracelet","Novelty","Red","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LDRD","800","This silver toned brass cuff filled with dark red enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Maroon Enamel Bracelet","Novelty","Maroon","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LLTO","800","This silver toned brass cuff filled with light orange enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Orange Enamel Bracelet","Novelty","Orange","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LBRY","800","This silver toned brass cuff filled with bright yellow enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Yellow Enamel Bracelet","Novelty","Yellow","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LGYL","800","This silver toned brass cuff filled with golden yellow enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Golden Yellow Enamel Bracelet","Novelty","Gold","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LMGR","800","This silver toned brass cuff filled with mild green enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Green Enamel Bracelet","Novelty","Green","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LDKG","800","This silver toned brass cuff filled with dark green enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Dark Green Enamel Bracelet","Novelty","Dark Green","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18032LBLK","800","This is an essential in our Laserchic Collection. A modern rectangular shape with laser cut detailing, this piece is edgy and trendy. This wallet is offered in a matching handbag silhouette of your choice. Inside you'll find that you will be completely organized with the slotted card areas and change pocket. This is a ""must have""piece! 

","Laser Cut Zip Wallet","Sleek","Black","Handbags","Gunmetal","","Laser cut, squares, faux leather, wallet",470,"18032LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Wrap-around zipper closure | 8 credit card slots | Interior zipper change pocket | Style # 18032","7.63""L x 1""W x 4""H | Designed in the USA",10,19.99
"18032LGRY","800","This is an essential in our Laserchic Collection. A modern rectangular shape with laser cut detailing, this piece is edgy and trendy. This wallet is offered in a matching handbag silhouette of your choice. Inside you'll find that you will be completely organized with the slotted card areas and change pocket. This is a ""must have""piece! 

","Laser Cut Zip Wallet","Sleek","Grey","Handbags","Gunmetal","","Laser cut, squares, faux leather, wallet",470,"18032LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Wrap-around zipper closure | 8 credit card slots | Interior zipper change pocket | Style # 18032","7.63""L x 1""W x 4""H | Designed in the USA",10,19.99
"18033LGRY","800","Calling all fashion lovers! Laser cut detail with 2 oversized tassels, this grey crossbody is on point this season! You have to see the matching wallet to put inside of this handbag so you’re not only organized, but polished and put together from the inside out! 
","Laser Cut Bucket Bag","Sleek","Grey","Handbags","Gunmetal","","Laser cut, squares, faux leather, bucket bag, draw string, tassel, adjustable, bucket, bag, purse",470,"18033LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Drawstring and button closures | Interior zipper pocket | 2 interior open pockets | Style # 18033","11.5""L x 5""W x 9""H | Adjustable 10""strap| 24""drop for shoulder wear | Designed in the USA",20,39.99
"18033LBLK","800","Calling all fashion lovers! Laser cut detail with 2 oversized tassels, this black crossbody is on point this season! You have to see the matching wallet to put inside of this handbag so you’re not only organized, but polished and put together from the inside out! 
","Laser Cut Bucket Bag","Sleek","Black","Handbags","Gunmetal","","Laser cut, squares, faux leather, bucket bag, draw string, tassel, adjustable, bucket, bag, purse",470,"18033LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Drawstring and button closures | Interior zipper pocket | 2 interior open pockets | Style # 18033","11.5""L x 5""W x 9""H | Adjustable 10""strap| 24""drop for shoulder wear | Designed in the USA",20,39.99
"18034LBLK","800","This lightweight black crossbody handbag can be adjusted to the perfect length that you need. It has plush laser cut detailing and is totally on trend this season. From the muted grey tone, to the stark black, you'll be looking like a true fashionista. You have to see the matching wallet to put inside of this handbag! You'll be looking flawless, and feeling organized!
","Laser Cut Crossbody Bag","Sleek","Black","Handbags","Gunmetal","","Laser cut, squares, faux leather, crossbody, adjustable, purse, bag",470,"18034LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Interior zipper pocket | Style # 18034","11""L x 0.63""W x 7""H | Adjustable 10""strap| 24""drop for shoulder wear | Designed in the USA",15,29.99
"18034LGRY","800","This lightweight grey crossbody handbag can be adjusted to the perfect length that you need. It has plush laser cut detailing and is totally on trend this season. From the muted grey tone, to the stark black, you'll be looking like a true fashionista. You have to see the matching wallet to put inside of this handbag! You'll be looking flawless, and feeling organized!
","Laser Cut Crossbody Bag","Sleek","Grey","Handbags","Gunmetal","","Laser cut, squares, faux leather, crossbody, adjustable, purse, bag",470,"18034LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Interior zipper pocket | Style # 18034","11""L x 0.63""W x 7""H | Adjustable 10""strap| 24""drop for shoulder wear | Designed in the USA",15,29.99
"18036LBLK","800","This black laser cut tote is chic, edgy, and on trend. Wear it as a shoulder bag, or attach your crossbody strap for a more casual, on the go look. Inside you will find plenty of space to store your laptop and notebooks and utilize it as a work bag, or carry it as your everyday handbag with all of your essentials! 
","Laser Cut Modern Tote","Sleek","Black","Handbags","Gunmetal","","Laser cut, squares, faux leather, tote bag, laptop bag, adjustable, purse",470,"18036LBLK","Faux leather exterior with modern lazer cut design and polyester-lined interior","Drawstring and button closures | Interior zipper pocket | 2 interior open pockets | Style # 18036","14""L x 2.63""W x 15.5""H | Adjustable 10""strap | 24""drop for shoulder wear| Designed in the USA",25,49.99
