"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vSpecificColor","vGenColor","vGenMaterial","vGenItemType","vShape","vSizeType","vMetalColor","vMetalType","vDimensions","vPcCounts","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","itemprice_1","itemprice_2","quantityonhand","imagefilename","lookAttr","funcAttr","materialAttr"
"34708327","900","This trendy Silver with Red and Blue Sunburst Metal and Acrylic Pendant will instantly make your jewelry projects a fashion standard. Use as a focal on any piece to express your style or to create a custom gift.","1pc Silver with Red and Blue Sunburst Metal And Acrylic Pendant","Charms and Accents","Silver, Red, Blue","Multi","Base Metal, Acrylic","Pendants","Sunburst",,"Silver","","","1pc","Charms, &, Accents, Silver, Red, Blue, Multi, Base, Metal, Acrylic, Pendants, Silver, 1Pc, Sunburst, Pendant, Silver, Red, Blue","N","N",999999,"",2,3.99,88,"https://www.cousindiy.com/diyimages/34708327.jpg, https://www.cousindiy.com/diyimages/34708327-2.jpg, https://www.cousindiy.com/diyimages/34708327-3.jpg, https://www.cousindiy.com/diyimages/34708327-4.jpg, https://www.cousindiy.com/diyimages/34708327-5.jpg","Charms and Accents","Pendants","Base Metal"
"34708368","900","This trendy Black and Red Cross Metal and Acrylic Pendant will instantly make your jewelry projects a fashion standard. Use as a focal on any piece to express your style or to create a custom gift.","1pc Black and Red Cross Metal And Acrylic Pendant","Charms and Accents","Black, Red","Black","Base Metal, Acrylic","Pendants","Cross",,"Black","","","1pc","Charms, &, Accents, Black, Red, Black, Base, Metal, Acrylic, Pendants, Black, 1Pc, Cross, Pendant, Black, Red","N","N",999999,"",2,3.99,242,"https://www.cousindiy.com/diyimages/34708368.jpg, https://www.cousindiy.com/diyimages/34708368-2.jpg, https://www.cousindiy.com/diyimages/34708368-3.jpg, https://www.cousindiy.com/diyimages/34708368-4.jpg, https://www.cousindiy.com/diyimages/34708368-5.jpg","Charms and Accents","Pendants","Base Metal"
"3949448","900","Design truly refined jewelry with these  Circle Rose Gold Plated Metal Open Jump Rings . They are designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","16pc  Circle Rose Gold Plated Metal Open Jump Rings","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Split and Jump Rings","Circle",,"Rose Gold","Rose Gold, Copper","6mm","16pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Split, &, Jump, Rings, Rose, Gold, 6Mm, 16Pc, Circle, Open, Jump, Rings, Rose, Gold","N","N",999999,"",2.5,4.99,339,"https://www.cousindiy.com/diyimages/3949448.jpg, https://www.cousindiy.com/diyimages/3949448-2.jpg, https://www.cousindiy.com/diyimages/3949448-3.jpg, https://www.cousindiy.com/diyimages/3949448-4.jpg, https://www.cousindiy.com/diyimages/3949448-5.jpg","Real and Plated Metals","Split and Jump Rings","Rose Gold Plated"
"34780204","900","This White Metallic Nylon Cord Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","3.3ft White Metallic Nylon Cord","Cording and Wire","White","White","Nylon","Fashion Cords","Metallic",,,"","3.3ft","3.3ft","White, Nylon, 3. 3Ft, Fashion, Cords, White, Metallic, Cord","N","N",999999,"",2,3.99,623,"https://www.cousindiy.com/diyimages/34780204.jpg, https://www.cousindiy.com/diyimages/34780204-2.jpg, https://www.cousindiy.com/diyimages/34780204-3.jpg, https://www.cousindiy.com/diyimages/34780204-4.jpg, https://www.cousindiy.com/diyimages/34780204-5.jpg","Cording and Wire","Fashion Cords","Nylon"
"34863116","900","Captivate your little crafters with these Reds and Pinks Round, Faceted, Strawberry Plastic Beads . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","720pc Reds and Pinks Round, Faceted, Strawberry Plastic Beads In Organizer","Beads, Kids","Red, Pink, Magenta","Red","Plastic","Acrylic-Plastic Beads","Round, Faceted, Strawberry",,,"","6x7x1in","720pc","Kids, Beads, Design, Storage, Red, Pink, Magenta, Red, Plastic, Acrylic/Plastic, Beads, Organizers, 6X7X1In, 720Pc, Round, Faceted, Strawberry, Beads, In, Shaped, Organizer, Reds, Pinks","N","N",999999,"",4.495,8.99,428,"https://www.cousindiy.com/diyimages/34863116.jpg, https://www.cousindiy.com/diyimages/34863116-2.jpg, https://www.cousindiy.com/diyimages/34863116-3.jpg, https://www.cousindiy.com/diyimages/34863116-4.jpg, https://www.cousindiy.com/diyimages/34863116-5.jpg","Beads","Acrylic-Plastic Beads","Plastic"
"34733014","900","Create unique pieces of jewelry that everyone will love with Dark Purple Multi Acrylic Bead Mix . Whether you are designing necklaces, bracelets, earrings or more. These beads will make your creations stand out amongst the rest!","183Gpc Dark Purple Multi Acrylic Bead Mix","Beads","Dark Purple","Purple","Acrylic","Acrylic-Plastic Beads","Multi",,,"","","183Gpc","Beads, Dark, Purple, Purple, Acrylic, Acrylic/Plastic, Beads, 183Gpc, Multi, Bead, Mix, Dark, Purple","N","N",999999,"",3,5.99,432,"https://www.cousindiy.com/diyimages/34733014.jpg, https://www.cousindiy.com/diyimages/34733014-2.jpg, https://www.cousindiy.com/diyimages/34733014-3.jpg, https://www.cousindiy.com/diyimages/34733014-4.jpg, https://www.cousindiy.com/diyimages/34733014-5.jpg","Beads","Acrylic-Plastic Beads","Acrylic"
"34734146","900","These Ab Colors Corrugated Barrel Large Hole Beads are perfect for any level of Jewelry maker, or someone who just loves fashion! Choose any large hole bead base and add these beads to express your style!","400pc Ab Colors Corrugated Barrel Large Hole Beads","Beads, Kids","Green, Yellow, Purple, Aqua, Pink","Multi","Plastic","Acrylic-Plastic Beads","Corrugated Barrel",,,"","7x6mm","400pc",", Kids, Beads, Green, Yellow, Purple, Aqua, Pink, Multi, Plastic, Acrylic/Plastic, Beads, 7X6Mm, 400Pc, Corrugated, Barrel, Large, Hole, Beads, Ab, Colors","N","N",999999,"",1.5,2.99,432,"https://www.cousindiy.com/diyimages/34734146.jpg, https://www.cousindiy.com/diyimages/34734146-2.jpg, https://www.cousindiy.com/diyimages/34734146-3.jpg, https://www.cousindiy.com/diyimages/34734146-4.jpg, https://www.cousindiy.com/diyimages/34734146-5.jpg","Beads","Acrylic-Plastic Beads","Plastic"
"34770207","900","These trendy Gold and Brown Round Acrylic Focal Connectors are designed to create embellished connections. Great as a stand-alone focal pieces or to add decorations to specific parts of your creations.","3pc Gold and Brown Round Acrylic Focal Connectors","Charms and Accents","Gold And Brown","Brown","Acrylic","Connectors","Round",,"Gold","","","3pc","Acrylic, Metal, Round, Connector, Brown, Gold","N","N",999999,"0.0",2,3.99,2511,"https://www.cousindiy.com/diyimages/34770207.jpg, https://www.cousindiy.com/diyimages/34770207-2.jpg, https://www.cousindiy.com/diyimages/34770207-3.jpg, https://www.cousindiy.com/diyimages/34770207-4.jpg, https://www.cousindiy.com/diyimages/34770207-5.jpg","Charms and Accents","Connectors","Acrylic"
"34770218","900","These trendy Purple, Silver Round Acrylic Focal Connectors are designed to create embellished connections. Great as a stand-alone focal pieces or to add decorations to specific parts of your creations.","3pc Purple, Silver Round Acrylic Focal Connectors","Charms and Accents","Purple, Silver","Purple","Acrylic","Connectors","Round",,"Silver","","","3pc","Acrylic, Metal, Round, Connector, Purple, Silver","N","N",999999,"",2,3.99,574,"https://www.cousindiy.com/diyimages/34770218.jpg, https://www.cousindiy.com/diyimages/34770218-2.jpg, https://www.cousindiy.com/diyimages/34770218-3.jpg, https://www.cousindiy.com/diyimages/34770218-4.jpg, https://www.cousindiy.com/diyimages/34770218-5.jpg","Charms and Accents","Connectors","Acrylic"
"34734175","900","Captivate your little crafters with this Dark Blue, Yellow Ocean Acrylic Bracelet Kit . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","75+pc Dark Blue, Yellow Ocean Acrylic Bracelet Kit","Kids, Kits","Dark Blue, Yellow","Blue","Acrylic","Jewelry kits","Ocean",,,"","","75+pc","Acrylic, Dark, Blue, Mix, 3Lb, Bag","N","N",999999,"",1.5,2.99,353,"https://www.cousindiy.com/diyimages/34734175.jpg, https://www.cousindiy.com/diyimages/34734175-2.jpg, https://www.cousindiy.com/diyimages/34734175-3.jpg, https://www.cousindiy.com/diyimages/34734175-4.jpg, https://www.cousindiy.com/diyimages/34734175-5.jpg","Kids","Jewelry kits","Acrylic"
"34734203","900","Captivate your little crafters with these Blue, Red, and Green  Plastic Rubber Necklaces . Perfect for parties, camp hand outs, or gifts!","3pc Blue, Red, and Green  Plastic Rubber Necklaces","Kids","Blue, Red, And Green","Multi","Plastic","Necklaces","",,"","","","3pc","Rubber, Necklace, Blue, Red, Green, Multicolor","N","N",999999,"0.0",1.5,2.99,203,"https://www.cousindiy.com/diyimages/34734203.jpg, https://www.cousindiy.com/diyimages/34734203-2.jpg, https://www.cousindiy.com/diyimages/34734203-3.jpg, https://www.cousindiy.com/diyimages/34734203-4.jpg, https://www.cousindiy.com/diyimages/34734203-5.jpg","Kids","Necklaces","Plastic"
"34780367","900","This Brown Ostrich Skin Faux Leather Ribbon Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","3.3ft Brown Ostrich Skin Faux Leather Ribbon","Cording and Wire","Brown","Brown","Faux Leather","Ribbons","Ostrich Skin",,,"","3.3ft","3.3ft","Brown, Faux, Leather, 3. 3Ft, Ribbons, Brown, Faux, Ostrich","N","N",999999,"",2,3.99,425,"https://www.cousindiy.com/diyimages/34780367.jpg, https://www.cousindiy.com/diyimages/34780367-2.jpg, https://www.cousindiy.com/diyimages/34780367-3.jpg, https://www.cousindiy.com/diyimages/34780367-4.jpg, https://www.cousindiy.com/diyimages/34780367-5.jpg","Cording and Wire","Ribbons","Faux Leather"
"37600014","900","Orange   How charming is this double chain charm bracelet? Customize this LAURdiy Finished Silver Charm Bracelet by adding your favorite LAURdiy charms.","1pc Orange  Laurdiy Finished Charm Bracelet","LAURdiy","Orange","Orange","Base Metal","Bracelets","",,"","","Adjustable","1pc","Laurdiy, Finished Accessories, Orange, Orange, Bracelets, Adjustable, 1Pc, Bracelets,","N","N",999999,"0.0",0,0,50,"https://www.cousindiy.com/diyimages/37600014.jpg, https://www.cousindiy.com/diyimages/37600014-2.jpg, https://www.cousindiy.com/diyimages/37600014-3.jpg, https://www.cousindiy.com/diyimages/37600014-4.jpg, https://www.cousindiy.com/diyimages/37600014-5.jpg","LAURdiy","Bracelets","Base Metal"
"39910167","900","These Silver, Garnet (Siam) Circle, January Tag Swarovski Charms with crystals from Swarovski® are the ideal collectible pieces. Use them to create a look that is unique to you and mark life’s unforgettable moments. Excellent product quality, great for adding a dazzling accent to jewelry, keys and more, and they have an unmistakable sparkle that catches the eye.","2pc Silver, Garnet (Siam) Circle, January Tag Swarovski Charms","Swarovski","Silver, Garnet (Siam)","Red","Crystal, Base Metal","Charms","Circle, January Tag",,"Silver","","16x13x8mm, 15x5x2mm","2pc","Silver, Garnet, (Siam), Crystal, Base, Metal, Charms, Chaton, Rivoli, Circle, January, Tag, Clip, On, Charms","N","N",999999,"",3.99,7.99,169,"https://www.cousindiy.com/diyimages/39910167.jpg, https://www.cousindiy.com/diyimages/39910167-2.jpg, https://www.cousindiy.com/diyimages/39910167-3.jpg, https://www.cousindiy.com/diyimages/39910167-4.jpg, https://www.cousindiy.com/diyimages/39910167-5.jpg","Swarovski","Charms","Crystal"
"34719096","900","These Gold S Hook Metal Clasps are essential elements in jewelry making. Use them to clasp chain, wire, and thread.  A must-have for jewelry makers!","5Set Gold S Hook Metal Clasps","Findings","Gold","Gold","Base Metal","Clips and Clasps","S Hook",,"Gold","","","5Set","Findings, Gold, Gold, Base, Metal, Clips, &, Clasps, Gold, 5Set, Clasps, Gold","N","N",999999,"",2,3.99,1344,"https://www.cousindiy.com/diyimages/34719096.jpg, https://www.cousindiy.com/diyimages/34719096-2.jpg, https://www.cousindiy.com/diyimages/34719096-3.jpg, https://www.cousindiy.com/diyimages/34719096-4.jpg, https://www.cousindiy.com/diyimages/34719096-5.jpg","Findings","Clips and Clasps","Base Metal"
"34719106","900","Use these Gold Flat Metal Head Pins to connect different elements of your design. They can be used for drop charms, creating dangles or threading.","36pc Gold Flat Metal Head Pins","Findings","Gold","Gold","Base Metal","Head Pins","Flat",,"Gold","Iron","3in","36pc","Findings, Gold, Gold, Base, Metal, Head, Pins, Gold, 3In, 36Pc, Flat, Head, Pins, Gold","N","N",999999,"",2,3.99,1834,"https://www.cousindiy.com/diyimages/34719106.jpg, https://www.cousindiy.com/diyimages/34719106-2.jpg, https://www.cousindiy.com/diyimages/34719106-3.jpg, https://www.cousindiy.com/diyimages/34719106-4.jpg, https://www.cousindiy.com/diyimages/34719106-5.jpg","Findings","Head Pins","Base Metal"
"37600039","900","A pop of neon colors will brighten your look when you use the LAURdiy Neon Bead Mix for your jewelry making. This bead mix includes neon green, yellow, pink, orange, blue poms, beads, spikes, and tassels.","Laurdiy Neon Bead Mix","LAURdiy","Multi","Multi","Acrylic","Acrylic-Plastic Beads","",,,"","","","Jewelry, Cousin Diy, Cousin, Youtuber, Bead, Mix, Neon, Laurdiy, Lauren, Riihimaki","","N",999999,"",5.5,10.99,884,"https://www.cousindiy.com/diyimages/37600039.jpg, https://www.cousindiy.com/diyimages/37600039-2.jpg, https://www.cousindiy.com/diyimages/37600039-3.jpg, https://www.cousindiy.com/diyimages/37600039-4.jpg, https://www.cousindiy.com/diyimages/37600039-5.jpg","LAURdiy","Acrylic-Plastic Beads","Acrylic"
"37600043","900","Blue   This LAURdiy Bead Mat is the perfect work surface for jewelry making and will prevent your beads from rolling away.","1pc Blue  Laurdiy Bead Mat","LAURdiy","Blue","Blue","Nylon","Misc Tools","",,,"","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Bead, Mat, Laurdiy, Lauren, Riihimaki","","N",999999,"",2.5,4.99,901,"https://www.cousindiy.com/diyimages/37600043.jpg, https://www.cousindiy.com/diyimages/37600043-2.jpg, https://www.cousindiy.com/diyimages/37600043-3.jpg, https://www.cousindiy.com/diyimages/37600043-4.jpg, https://www.cousindiy.com/diyimages/37600043-5.jpg","LAURdiy","Misc Tools","Nylon"
"37600061","900","Multi   Personalize your favorite LAURdiy bracelet base or necklace with the LAURdiy Good Vibes Charms. Each charm has a lobster clasp which makes it easy to attach to any LAURdiy bracelet or necklace.","5pc Multi  Laurdiy Good Vibes Charms","LAURdiy","Multi","Multi","Base Metal","Charms","",,"Multi","Zinc, Iron","13-18mm","5pc","Jewelry, Cousin Diy, Cousin, Youtuber, Charms, Charm, Pack, Good, Vibes, Laurdiy, Lauren, Riihimaki","","N",999999,"",4,7.99,871,"https://www.cousindiy.com/diyimages/37600061.jpg, https://www.cousindiy.com/diyimages/37600061-2.jpg, https://www.cousindiy.com/diyimages/37600061-3.jpg, https://www.cousindiy.com/diyimages/37600061-4.jpg, https://www.cousindiy.com/diyimages/37600061-5.jpg","LAURdiy","Charms","Base Metal"
"37600070","900","Create a pretty, handcrafted bracelet with this mini jewelry kit from LAURdiy. Use the contents of the kit along with other beads and a lovely silver charm to create a bracelet that will stand out. Pair it with a Boho necklace and shiny stud earrings to enhance your appeal for the party.","1pc   Laurdiy Bracelet Mini Diy Kit","LAURdiy","Turquoise","Turquoise","Acrylic","Jewelry Kits","",,"Gold","Zinc, Iron","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Gold, Turquoise, Mini, Kit, Bracelet, Laurdiy, Lauren, Riihimaki","","N",999999,"",6.5,12.99,752,"https://www.cousindiy.com/diyimages/37600070.jpg, https://www.cousindiy.com/diyimages/37600070-2.jpg, https://www.cousindiy.com/diyimages/37600070-3.jpg, https://www.cousindiy.com/diyimages/37600070-4.jpg, https://www.cousindiy.com/diyimages/37600070-5.jpg","LAURdiy","Jewelry Kits","Acrylic"
"34734515","900","Captivate your little crafters with this Pink and Purple Ballet Acrylic Bracelet Kit . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","25+pc Pink and Purple Ballet Acrylic Bracelet Kit","Kids, Kits","Pink And Purple","Multi","Acrylic","Jewelry Kits","Ballet",,"","","","25+pc","Ballet, Bracelet, Kit","N","N",999999,"0.0",1.5,2.99,401,"https://www.cousindiy.com/diyimages/34734515.jpg, https://www.cousindiy.com/diyimages/34734515-2.jpg, https://www.cousindiy.com/diyimages/34734515-3.jpg, https://www.cousindiy.com/diyimages/34734515-4.jpg, https://www.cousindiy.com/diyimages/34734515-5.jpg","Kids","Jewelry Kits","Acrylic"
