"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vMetalType","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2","imagefilename"
"C181550116","400","Slay your #ootd wearing a white off the shoulder button up, skinny jeans and black velour strappy pumps with The Sparkles and Stripes Toggle Necklace. Your girlfriends will dig this look!","The Sparkles & Stripes Toggle Necklace","American Prep","Red","Necklaces","Gold",,"Surgical Steel","Toggle, nautical, reversible, crystal, rhinestone, accent, striped","N","N",622,"C181550116","14k gold plated over surgical steel with enamel fill and glass crystal accents","Toggle closure | Style # C18155","18""length | Designed in the USA",10,32.99,"https://www.cosmostylejewelry.com/CosmoImg/C181550116.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550116-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550116-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550116-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550116-5.JPG"
"C181550122","400","Slay your #ootd wearing a white off the shoulder button up, skinny jeans and black velour strappy pumps with The Sparkles and Stripes Toggle Necklace. Your girlfriends will dig this look!","The Sparkles & Stripes Toggle Necklace","American Prep","Blue","Necklaces","Gold",,"Surgical Steel","Toggle, nautical, reversible, crystal, rhinestone, accent, striped","N","N",622,"C181550116","14k gold plated over surgical steel with enamel fill and glass crystal accents","Toggle closure | Style # C18155","18""length | Designed in the USA",10,32.99,"https://www.cosmostylejewelry.com/CosmoImg/C181550122.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550122-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550122-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550122-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550122-5.JPG"
"C181550227","400","Slay your #ootd wearing a white off the shoulder button up, skinny jeans and black velour strappy pumps with The Sparkles and Stripes Toggle Necklace. Your girlfriends will dig this look!","The Sparkles & Stripes Toggle Necklace","American Prep","Black","Necklaces","Silver",,"Surgical Steel","Toggle, nautical, reversible, crystal, rhinestone, accent, striped","N","N",622,"C181550116","Surgical steel with enamel fill and glass crystal accents","Toggle closure | Style # C18155","18""length | Designed in the USA",10,32.99,"https://www.cosmostylejewelry.com/CosmoImg/C181550227.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550227-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550227-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550227-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181550227-5.JPG"
"C181560153","400","Slide on your favorite pumps with your black skinny jeans, off the shoulder top and nail your look with The Scarlett Pearl Statement Necklace. It's time to strut the streets downtown and have the time of your life with your besties!","The Scarlett Pearl Statement Necklace","American Prep","Gold","Necklaces","Gold","","Brass","Pearl, Glass, Accent","N","N",623,"C181560153","Gold tone plating over brass with glass crystal and pearl accents","Lobster Claw Closure | Style # C18156","35""Length | 3""Extender Chain | Designed In The USA",12.5,34.99,"https://www.cosmostylejewelry.com/CosmoImg/C181560153.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560153-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560153-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560153-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560153-5.JPG"
"C181560253","400","Slide on your favorite pumps with your black skinny jeans, off the shoulder top and nail your look with The Scarlett Pearl Statement Necklace. It's time to strut the streets downtown and have the time of your life with your besties!","The Scarlett Pearl Statement Necklace","American Prep","Silver","Necklaces","Silver","","Brass","Pearl, Glass, Accent","N","N",623,"C181560153","Silver tone plating over brass with glass crystal and pearl accents","Lobster Claw Closure | Style # C18156","35""Length | 3""Extender Chain | Designed In The USA",12.5,34.99,"https://www.cosmostylejewelry.com/CosmoImg/C181560253.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560253-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560253-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560253-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181560253-5.JPG"
"C181570109","400","Now this is something to obsessorize over! Classic mod meets vintage glam with The Fireworks Statement Necklace and will take any outfit from drab to fab.","The Fireworks Statement Necklace","American Prep","Clear/Crystal","Necklaces","Gold",,"Brass","Crystal, rhinestone, accent, chunky","N","N",624,"C181570109","Gold tone plating over brass with glass crystal accents","Lobster claw closure | Style # C18157","17""length | 3""extender chain | Designed in the USA",10.5,34.99,"https://www.cosmostylejewelry.com/CosmoImg/C181570109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570109-5.JPG"
"C181570127","400","Now this is something to obsessorize over! Classic mod meets vintage glam with The Fireworks Statement Necklace and will take any outfit from drab to fab.","The Fireworks Statement Necklace","American Prep","Black","Necklaces","Gold",,"Brass","Crystal, rhinestone, accent, chunky","N","N",624,"C181570109","Gold tone plating over brass with glass crystal accents","Lobster claw closure | Style # C18157","17""length | 3""extender chain | Designed in the USA",10.5,34.99,"https://www.cosmostylejewelry.com/CosmoImg/C181570127.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570127-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570127-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570127-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570127-5.JPG"
"C181570209","400","Now this is something to obsessorize over! Classic mod meets vintage glam with The Fireworks Statement Necklace and will take any outfit from drab to fab.","The Fireworks Statement Necklace","American Prep","Clear/Crystal","Necklaces","Silver",,"Brass","Crystal, rhinestone, accent, chunky","N","N",624,"C181570209","Silver tone plating over brass with glass crystal accents","Lobster claw closure | Style # C18157","17""length | 3""extender chain | Designed in the USA",10.5,34.99,"https://www.cosmostylejewelry.com/CosmoImg/C181570209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570209-5.JPG"
"C181570227","400","Now this is something to obsessorize over! Classic mod meets vintage glam with The Fireworks Statement Necklace and will take any outfit from drab to fab.","The Fireworks Statement Necklace","American Prep","Black","Necklaces","Silver",,"Brass","Crystal, rhinestone, accent, chunky","N","N",624,"C181570209","Silver tone plating over brass with glass crystal accents","Lobster claw closure | Style # C18157","17""length | 3""extender chain | Designed in the USA",10.5,34.99,"https://www.cosmostylejewelry.com/CosmoImg/C181570227.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570227-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570227-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570227-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181570227-5.JPG"
"C181580109","400","Slide on your favorite pumps with your black skinny jeans, off the shoulder top and slay your #ootd with The Scarlett Pearl Statement Necklace. It's time to strut the streets downtown and have the time of your life with your besties!","The Posh Pearl Statement Necklace","American Prep","White","Necklaces","Gold","","Brass","Statement, Crystal, Glass, Pearl, Bauble","N","N",625,"C181580109","Gold tone plating over brass with glass pearl accents","Lobster Claw Closure | Style # C18158","17""Length | 3""Extender Chain | Designed In The USA",14,39.99,"https://www.cosmostylejewelry.com/CosmoImg/C181580109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580109-5.JPG"
"C181580227","400","Slide on your favorite pumps with your black skinny jeans, off the shoulder top and slay your #ootd with The Scarlett Pearl Statement Necklace. It's time to strut the streets downtown and have the time of your life with your besties!","The Posh Pearl Statement Necklace","American Prep","Black","Necklaces","Silver","","Brass","Statement, Crystal, Glass, Pearl, Bauble","N","N",625,"C181580109","Silver tone plating over brass with glass pearl accents","Lobster Claw Closure | Style # C18158","17""Length | 3""Extender Chain | Designed In The USA",14,39.99,"https://www.cosmostylejewelry.com/CosmoImg/C181580227.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580227-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580227-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580227-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C181580227-5.JPG"
"C183470109","400","You're a fashion icon with top notch style that any girl would want to replicate. Layer The Blair Channel Bracelets for an added pop of color and sparkle to your ensemble.","The Blair Toggle Bracelet","American Prep","Clear/Crystal","Bracelets","Gold","","Brass","Crystal, Glass, Chunky, Glass, Rhinestone","N","N",615,"C183470116","Gold tone plating over brass with glass crystal accents","Toggle Closure | Style # C18347","7"", 7.5"", 8""| Designed In The USA",9.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C183470109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470109-5.JPG"
"C183470116","400","You're a fashion icon with top notch style that any girl would want to replicate. Layer The Blair Channel Bracelets for an added pop of color and sparkle to your ensemble.","The Blair Toggle Bracelet","American Prep","Red","Bracelets","Gold","","Brass","Crystal, Glass, Chunky, Glass, Rhinestone","N","N",615,"C183470116","Gold tone plating over brass with glass crystal accents","Toggle Closure | Style # C18347","7"", 7.5"", 8""| Designed In The USA",9.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C183470116.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470116-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470116-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470116-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470116-5.JPG"
"C183470122","400","You're a fashion icon with top notch style that any girl would want to replicate. Layer The Blair Channel Bracelets for an added pop of color and sparkle to your ensemble.","The Blair Toggle Bracelet","American Prep","Blue","Bracelets","Gold","","Brass","Crystal, Glass, Chunky, Glass, Rhinestone","N","N",615,"C183470116","Gold tone plating over brass with glass crystal accents","Toggle Closure | Style # C18347","7"", 7.5"", 8""| Designed In The USA",9.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C183470122.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470122-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470122-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470122-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470122-5.JPG"
"C183470127","400","You're a fashion icon  with top notch style that any girl would want to replicate.  Layer The Blair Channel Bracelets for an added pop of color and sparkle to your ensemble.","The Blair Toggle Bracelet","American Prep","Black","Bracelets","Gold",,"Brass","Crystal, glass, chunky, glass, rhinestone","N","N",615,"C183470116","Gold tone plating over brass with glass crystal accents","Toggle closure | Style # C18347","7"", 7.5"", 8""| Designed in the USA",9.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C183470127.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470127-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470127-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470127-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470127-5.JPG"
"C183470153","400","You're a fashion icon with top notch style that any girl would want to replicate. Layer The Blair Channel Bracelets for an added pop of color and sparkle to your ensemble.","The Blair Toggle Bracelet","American Prep","White","Bracelets","Gold","","Brass","Crystal, Glass, Chunky, Glass, Rhinestone, Pearl","N","N",615,"C183470116","Gold tone plating over brass with glass pearl accents","Toggle Closure | Style # C18347","7"", 7.5"", 8""| Designed In The USA",9.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C183470153.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470153-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470153-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470153-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470153-5.JPG"
"C183470227","400","You're a fashion icon with top notch style that any girl would want to replicate. Layer The Blair Channel Bracelets for an added pop of color and sparkle to your ensemble.","The Blair Toggle Bracelet","American Prep","Black","Bracelets","Silver","","Brass","Crystal, Glass, Chunky, Glass, Rhinestone","N","N",615,"C183470227","Silver tone plating over brass with glass crystal accents","Toggle Closure | Style # C18347","7"", 7.5"", 8""| Designed In The USA",9.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C183470227.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470227-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470227-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470227-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C183470227-5.JPG"
"C190550109","400","Get ready to nail it with our Easton Sparkle Open Ring! Dainty crystals and stud accents mix for a play on high and low style, and we love the subtle shine of the oxidized finish. Adjustable for a comfortable fit!","Easton Sparkle Open Ring","Grunge Glam","Gold","Rings","Gold","","Brass","Ring, adjustable, crystal, gold","N","Y",340,"C190550109","Oxidized gold tone plating over brass with glass crystal accents","Adjustable | Style # C19055","Designed in the USA",7,24.99,"https://www.cosmostylejewelry.com/CosmoImg/C190550109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550109-5.JPG"
"C190550209","400","Get ready to nail it with our Easton Sparkle Open Ring! Dainty crystals and stud accents mix for a play on high and low style, and we love the subtle shine of the oxidized finish. Adjustable for a comfortable fit!","Easton Sparkle Open Ring","Grunge Glam","Silver","Rings","Silver","","Brass","Ring, adjustable, crystal, silver","N","Y",340,"C190550109","Oxidized silver tone plating over brass with glass crystal accents","Adjustable | Style # C19055","Designed in the USA",7,24.99,"https://www.cosmostylejewelry.com/CosmoImg/C190550209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C190550209-5.JPG"
